Year,Station,January ,February,March,April,May,June,July,August,September,October,November,December,Annual,pre_monsoon,post_monsoon,winter, monsoon
1987,Jessore,0.03,0,1.87,3.23,3.87,10.9,10.35,24.77,6.53,4.39,0.17,0.32,5.59,2.99,2.28,0.12,13.14
1988,Jessore,0,0.93,3,4.93,9.58,18.1,8.29,10.13,3.77,2.94,3.3,0.03,5.42,5.84,3.12,0.32,10.07
1989,Jessore,0,0.07,0.03,1.3,6.39,5.47,8.23,2.84,5.6,6.19,0,0.32,3.06,2.57,3.10,0.13,5.54
1990,Jessore,0,1.93,5.58,0.83,5.23,11.17,11.9,4.55,6.53,3.19,4.2,0.32,4.63,3.88,3.70,0.75,8.54
1991,Jessore,0.77,0.36,1,1.8,6,13.57,7.1,17.52,7.2,9.19,0,2.45,5.62,2.93,4.60,1.19,11.35
1992,Jessore,0.87,2.66,0,0.03,7.19,10.1,9.9,4.9,6.8,1.16,0.1,0,3.64,2.41,0.63,1.18,7.93
1993,Jessore,0,1.18,3.71,4.9,4.26,14.57,10.55,6.74,11.2,1.87,0.13,0,4.93,4.29,1.00,0.39,10.77
1994,Jessore,0.32,1.11,0.03,1.7,5.65,12.17,7.26,8.19,2.77,2.06,0.07,0,3.45,2.46,1.07,0.48,7.60
1995,Jessore,0.55,0.89,0.58,0.17,2.84,6.53,9,9.48,9,3.06,3.77,0.1,3.84,1.20,3.42,0.51,8.50
1996,Jessore,1.26,0.69,0.71,3,4.71,11.67,8.74,12.42,6.5,8.29,0.17,0,4.86,2.81,4.23,0.65,9.83
1997,Jessore,0.29,1.39,1.65,2.13,3.74,7.7,13.1,8.35,12.03,0.48,0.47,0.65,4.34,2.51,0.48,0.78,10.30
1998,Jessore,1.42,0.93,4.55,4.33,6.97,5.43,5.84,5.26,5.8,2.84,3.93,0,3.96,5.28,3.39,0.78,5.58
1999,Jessore,1.42,0.93,4.55,4.33,6.97,5.43,5.84,5.26,5.8,2.84,3.93,0,3.96,5.28,3.39,0.78,5.58
2000,Jessore,0.03,0.66,0.23,2.47,5.29,6.97,15.68,6.32,15.57,4.68,0,0,4.83,2.66,2.34,0.23,11.14
2001,Jessore,0,0,1.81,0.97,10.23,16.6,5.26,3.65,4.57,4.32,0.47,0,4,4.34,2.40,0.00,7.52
2002,Jessore,0.58,0,0.71,5.37,8.52,17.83,16.9,7.26,7.37,1.03,3.73,0,5.79,4.87,2.38,0.19,12.34
2003,Jessore,0,0.18,3.84,1.63,2.32,13.47,13.77,5.9,4.93,15.03,0,0.81,5.2,2.60,7.52,0.33,9.52
2004,Jessore,0.1,0,0.29,2.33,4.45,10.17,12.84,9.9,30.57,8.29,0,0,6.57,2.36,4.15,0.03,15.87
2005,Jessore,1.06,0.57,4.16,1.03,1.9,4.7,17.61,3.74,6.47,13.29,0.07,0,4.6,2.36,6.68,0.54,8.13
2006,Jessore,0,0,0.03,1.73,9.74,7.13,14.68,10.35,13.33,0.52,0.43,0,4.86,3.83,0.48,0.00,11.37
2007,Jessore,0,2.36,0.68,2.07,5.13,9.63,23.71,9.65,8.63,3.74,3.77,0,5.81,2.63,3.76,0.79,12.91
2008,Jessore,2.26,1.21,1.19,1.3,6.71,8.07,14.81,6.52,13.83,5.77,0,0,5.15,3.07,2.89,1.16,10.81
2009,Jessore,0,0.25,1.06,0,5.48,5.63,11.9,12.42,14.6,3.03,0.03,0.03,4.57,2.18,1.53,0.09,11.14
2010,Jessore,0,0.29,0.35,1.23,8.52,10.97,5,7.39,6.2,3.94,0.13,1.03,3.77,3.37,2.04,0.44,7.39
2011,Jessore,0,0,1.1,1.1,4.26,10.47,9.55,9.87,7.57,0.58,0.03,0,3.73,2.15,0.31,0.00,9.37
2012,Jessore,1,0.14,0.16,2.73,1.16,7.37,10.77,6.06,9.03,2.29,2.03,0.06,3.57,1.35,2.16,0.40,8.31
2013,Jessore,0.19,0.54,0.26,2.1,8.97,6.77,8.03,9.84,10.73,7.19,0,0,4.58,3.78,3.60,0.24,8.84
2014,Jessore,0,0.68,0.32,0,5.32,9.53,14.03,5.26,6.2,1.19,0,0,3.56,1.88,0.60,0.23,8.76
2015,Jessore,0.06,3.32,0.81,3.6,4.03,12.63,18.1,8.48,8.23,1.39,0,0.1,5.07,2.81,0.70,1.16,11.86
2016,Jessore,0.1,0.72,1.94,0.33,8.68,8.03,11.94,6.58,2.53,2.13,1.53,0,3.73,3.65,1.83,0.27,7.27
2017,Jessore,0,0,0.77,4.6,6,8.17,21.39,10.1,5.73,12.35,0.87,0.97,5.97,3.79,6.61,0.32,11.35
2018,Jessore,0,0.11,0.35,6.2,4.77,3.37,13.29,4.16,2.53,2.03,0.03,0.35,3.13,3.77,1.03,0.15,5.84
2019,Jessore,0,3.82,2.19,5.77,3.94,4.47,7.06,7.68,5.73,12.35,0.03,0.35,4.46,3.97,6.19,1.39,6.24
2020,Jessore,0.81,0,1.03,2.73,8.1,11.57,8.45,13.13,8.73,9.48,0.03,0,5.36,3.95,4.76,0.27,10.47
2021,Jessore,0,0.04,0,3.3,5.13,12.17,10.58,8.19,11.13,5.39,1.5,6.23,5.33,2.81,3.45,2.09,10.52
2022,Jessore,0.23,1.36,0,0.63,5.87,2.4,2.39,6.94,5.4,3.55,0,0,2.41,2.17,1.78,0.53,4.28
2023,Jessore,0,0.04,1.87,2.07,7.1,5.4,2.74,9.97,5.7,6.45,0.5,3.35,3.8,3.68,3.48,1.13,5.95
1984,Khulna,1.03,0.03,0,3.23,7.32,26.1,9.68,14.84,5.3,2.58,0,0.19,5.86,3.52,1.29,0.42,13.98
1985,Khulna,0.29,0.21,0.97,1.17,5.1,10.27,5.19,11,4.77,4.39,0.4,0,3.67,2.41,2.40,0.17,7.81
1986,Khulna,0.26,0,0.03,4.9,8.1,7.97,12.58,5.58,28.1,5.42,5.07,0.03,6.5,4.34,5.25,0.10,13.56
1987,Khulna,0.06,0.11,1.77,4.47,3.65,10.5,16.68,16.16,6.3,1.32,1.6,0.23,5.27,3.30,1.46,0.13,12.41
1988,Khulna,0,1.72,0.58,1.77,9.84,19.97,10.52,9.77,2.23,3.06,4.67,0,5.34,4.06,3.87,0.57,10.62
1989,Khulna,0,0.29,0.06,1.8,5.97,8.57,7.71,2.61,8.2,10.65,0,0.03,3.84,2.61,5.33,0.11,6.77
1990,Khulna,0,2.21,6.84,1.93,8.42,8.7,14.06,6.9,6.83,5.03,2.57,0.13,5.33,5.73,3.80,0.78,9.12
1991,Khulna,0.32,1.93,1.16,1.27,3.23,14.03,7.39,10.1,11.4,5.19,0.13,1.52,4.81,1.89,2.66,1.26,10.73
1992,Khulna,0.42,7,0,0.07,6.19,5.23,8.19,6.39,3.7,2.84,0,0,3.33,2.09,1.42,2.47,5.88
1993,Khulna,2.26,1.86,4.1,2.3,6.81,21.27,9.29,9.32,6.53,4,0.47,0,5.69,4.40,2.24,1.37,11.60
1994,Khulna,0.03,0.54,0,3.5,3.71,7.97,6.77,7.13,5.33,2.03,0.17,0,3.11,2.40,1.10,0.19,6.80
1995,Khulna,0.26,4,1.1,0.6,5.87,10.2,11.48,16.35,9.27,2.77,5.4,0,5.61,2.52,4.09,1.42,11.83
1996,Khulna,0.03,0.59,0.03,2.13,3.77,15.1,7.19,8.87,2.33,7.81,0.27,0,4.02,1.98,4.04,0.21,8.37
1997,Khulna,0.32,0.79,3.19,2.67,5.84,7.27,14.71,10.03,12.13,1.42,0.07,0.61,4.95,3.90,0.75,0.57,11.04
1998,Khulna,1.9,3.25,6.87,3.5,5.19,5.83,11.06,7.94,10,5.06,4.4,0,5.43,5.19,4.73,1.72,8.71
1999,Khulna,0,0,0,0.47,5.55,6.17,13.55,11.77,12.47,5.16,0.47,0,4.67,2.01,2.82,0.00,10.99
2000,Khulna,0.13,0.55,0.58,3.33,4.68,7.23,13.23,6.94,11.2,6.97,0,0,4.58,2.86,3.49,0.23,9.65
2001,Khulna,0,2.29,0.68,1.7,7.87,11.83,8.77,6.52,6.9,6.32,1.03,0,4.5,3.42,3.68,0.76,8.51
2002,Khulna,0.48,0,0.45,2.47,8.19,28.2,11.61,15.55,11.9,0.71,5.63,0,7.1,3.70,3.17,0.16,16.82
2003,Khulna,0,0,5,2.1,4.03,8.37,9.26,8.26,4.83,10.16,0,0.71,4.44,3.71,5.08,0.24,7.68
2004,Khulna,0,0,0.23,2.83,5.81,12.77,8.16,8.58,20.7,5.9,0,0,5.4,2.96,2.95,0.00,12.55
2005,Khulna,0.48,0,4.77,1.43,6.94,3.4,14.03,6.26,13.67,13.55,0,0,5.43,4.38,6.78,0.16,9.34
2006,Khulna,0,0,0.16,0.63,7.42,8.73,16.84,11.61,19.3,2.55,0.03,0,5.64,2.74,1.29,0.00,14.12
2007,Khulna,0,1.93,0.45,3.07,3.84,12.47,19.06,5.06,13.23,6.35,3.77,0,5.78,2.45,5.06,0.64,12.46
2008,Khulna,2.13,1.24,1.55,1.2,4.87,6.33,9.71,7.48,12.63,6.03,0,0,4.44,2.54,3.02,1.12,9.04
2009,Khulna,0.03,0.21,0.32,0.77,4.19,7.77,11.19,17.71,11.9,3.58,0.67,0,4.9,1.76,2.13,0.08,12.14
2010,Khulna,0,0.07,0.45,0.7,4.71,9.57,5.81,6.94,5.23,10.71,0,0.42,3.75,1.95,5.36,0.16,6.89
2011,Khulna,0,0.04,0.52,0.93,4.68,12.7,12.48,19.81,12.23,0.1,0.2,0,5.34,2.04,0.15,0.01,14.31
2012,Khulna,2.13,0.62,0.03,1.73,2.03,8.5,12.61,8.52,12.47,2.87,2.67,0.06,4.52,1.26,2.77,0.94,10.53
2013,Khulna,0.03,0.25,0.61,2.07,13.87,7.07,10.1,15.81,9.27,8.39,0,0,5.68,5.52,4.20,0.09,10.56
2014,Khulna,0,0.86,0.16,0,3.81,14.9,12.71,8.19,6.83,0.32,0,0,3.99,1.32,0.16,0.29,10.66
2015,Khulna,1.32,1.25,0.9,3.57,4.13,10.6,29.74,12.55,9.77,2.68,0.1,0.19,6.45,2.87,1.39,0.92,15.67
2016,Khulna,0,3.34,0.16,1.8,11.29,11.77,13.32,20.84,4.93,2.61,2.5,0,6.07,4.42,2.56,1.11,12.72
2017,Khulna,0,0.07,1.9,3.3,6.45,11.87,22.26,10.32,5.83,10.39,0.63,1.65,6.28,3.88,5.51,0.57,12.57
2018,Khulna,0,0,0.03,2.13,7.29,8.87,8.52,3.55,3.53,1.16,0,0.1,2.95,3.15,0.58,0.03,6.12
2019,Khulna,0,5.93,2.39,3.4,3.35,3.8,10.81,12.74,5.83,10.39,0,0.1,4.9,3.05,5.20,2.01,8.30
2020,Khulna,0.97,0.07,0.32,5.97,7.84,11.67,7.19,8.55,5.73,2.9,0.2,0,4.29,4.71,1.55,0.35,8.29
2021,Khulna,0,0.11,0,0.07,4,15.6,16.94,6.55,11.3,7.55,0.1,2.13,5.39,1.36,3.83,0.75,12.60
2022,Khulna,0.26,2.68,0,0.4,6,2.53,3.74,5.94,11.67,9.42,0,0,3.56,2.13,4.71,0.98,5.97
2023,Khulna,0,0,3.03,1.13,5.06,7.6,4.87,9.48,8.87,5.32,1.53,0.74,3.99,3.07,3.43,0.25,7.71
1985,Kutubdia,0,0,1,6.63,12.87,14.03,26.06,15.77,6.5,1.65,6.27,0,7.62,6.83,3.96,0.00,15.59
1986,Kutubdia,0,0,0,1.93,4.13,28.07,25.58,10.45,7.5,7.1,3.9,0,7.42,2.02,5.50,0.00,17.90
1987,Kutubdia,0.13,0.89,0.32,5.07,1.52,25.03,40.23,24.48,16.5,1.35,3.8,0.23,10.01,2.30,2.58,0.42,26.56
1988,Kutubdia,0,2.1,0.84,3.2,11.97,25.7,16.71,16.19,18.4,6.87,3.53,0.42,8.82,5.34,5.20,0.84,19.25
1989,Kutubdia,0,0,0,2.67,3.71,15,23.39,2.1,15.97,16,0.53,0,6.65,2.13,8.27,0.00,14.12
1990,Kutubdia,0,2,6.16,2,6.65,33.17,43.23,4.42,5.57,8.06,4.63,1.32,9.81,4.94,6.35,1.11,21.60
1991,Kutubdia,1.1,0,0.03,4.93,0.16,31.6,21.42,24.68,13.17,7.23,4.2,0,9.07,1.71,5.72,0.37,22.72
1992,Kutubdia,0,4.76,0,0.43,5.68,35.8,22.74,6.26,6.9,10.39,1.2,0.61,7.88,2.04,5.80,1.79,17.93
1993,Kutubdia,1.65,2.93,4.35,3.03,10.06,27.7,15.35,21.61,8.17,4.65,1.73,0,8.46,5.81,3.19,1.53,18.21
1994,Kutubdia,0.29,0.36,10.55,8.73,7.32,20.6,24.06,12.23,5.73,1.87,0.77,0,7.76,8.87,1.32,0.22,15.66
1995,Kutubdia,0,0,1.48,1.17,12.87,19.43,26.1,12.84,9.53,2.26,14.43,0,8.38,5.17,8.35,0.00,16.98
1996,Kutubdia,0,1.14,1.71,1.63,5.94,22.8,23.58,24.29,15.17,17.52,0.47,0,9.56,3.09,9.00,0.38,21.46
1997,Kutubdia,0,0.5,1.26,1.63,3.9,14.03,29.26,16.16,20.4,4,0.63,0.77,7.76,2.26,2.32,0.42,19.96
1998,Kutubdia,0.48,1.11,1.32,5.57,12.48,7.33,58.23,47.48,10.33,3.77,2.57,0,12.72,6.46,3.17,0.53,30.84
1999,Kutubdia,0,0,0,0,13.23,21.6,19.42,26.58,10.47,8.45,1.13,2.13,8.66,4.41,4.79,0.71,19.52
2000,Kutubdia,0.32,0.1,1.39,2.8,14.39,23.03,25.55,21.19,2.83,10.35,0.13,0,8.57,6.19,5.24,0.14,18.15
2001,Kutubdia,0,0.71,0.03,0.63,9.74,25.77,13.32,9.71,5.57,6.45,4.13,0,6.36,3.47,5.29,0.24,13.59
2002,Kutubdia,0.1,0,1.32,1.87,15.26,11.97,22.13,12.32,5.9,6.52,0,0,6.52,6.15,3.26,0.03,13.08
2003,Kutubdia,0,0,2.13,0.37,6.94,30.83,10.65,10.77,13,7.45,0,0,6.85,3.15,3.73,0.00,16.31
2004,Kutubdia,0,0,0.13,4.47,5.39,17.97,18.03,14.06,17.6,4.81,0,0,6.87,3.33,2.41,0.00,16.92
2005,Kutubdia,0.13,0,3.29,4.63,7.03,14.43,16.35,27.35,8.37,6.1,0.53,0.48,7.46,4.98,3.32,0.20,16.63
2006,Kutubdia,0,0,0,0.83,20.19,16.27,29,11.29,16.73,2.61,0.07,0,8.15,7.01,1.34,0.00,18.32
2007,Kutubdia,0,4.18,0,3.47,11.77,16.1,22.87,13.81,16.03,10.48,5.4,0,8.7,5.08,7.94,1.39,17.20
2008,Kutubdia,1.68,0.21,0.32,0.03,8.16,14.7,40.52,22.58,10.17,5.84,0.23,0,8.78,2.84,3.04,0.63,21.99
2009,Kutubdia,0,0,0.06,2.9,5.81,13.67,34.42,13.68,10.27,4.03,1.03,0,7.22,2.92,2.53,0.00,18.01
2010,Kutubdia,0,0.07,0.32,0.13,14.97,22.2,16.68,14.42,4,13,0,1.61,7.35,5.14,6.50,0.56,14.33
2011,Kutubdia,0.16,0,0.71,3.93,10.19,31.73,25.9,28.06,19.9,7.23,0,0.03,10.71,4.94,3.62,0.06,26.40
2012,Kutubdia,0,0,1.19,4.5,8.1,39.27,54.45,17.48,8.67,17.87,1.57,0,12.82,4.60,9.72,0.00,29.97
2013,Kutubdia,0,0.04,0,2.83,35.1,35.27,26.39,21.1,9.87,6.94,0,0,11.55,12.64,3.47,0.01,23.16
2014,Kutubdia,0,1.71,0.13,1.83,3.32,35.17,20,17.35,14.97,2.58,0.03,0,8.09,1.76,1.31,0.57,21.87
2015,Kutubdia,0.52,0,0.13,6.27,2.61,34.47,48.94,18.06,15.07,7.1,1.33,1.13,11.36,3.00,4.22,0.55,29.14
2016,Kutubdia,0.29,0.14,2.1,0.47,10.26,10.97,28.13,18.35,12.57,8.45,3.4,0,7.98,4.28,5.93,0.14,17.51
2017,Kutubdia,0,0,5.45,9,6.03,21.3,38.32,15.42,20.5,5.48,0.3,0.97,10.29,6.83,2.89,0.32,23.89
2018,Kutubdia,0.35,0,0,3,8.81,24.57,24,13.87,10.63,11.77,0.13,0.58,8.19,3.94,5.95,0.31,18.27
2019,Kutubdia,0,0.75,1.48,0.77,3.03,4.63,40.13,9.77,16.53,6.03,1.9,0.1,7.16,1.76,3.97,0.28,17.77
2020,Kutubdia,1.29,0,0,2.73,9.84,21.03,28.35,28.97,7.17,11.87,1.83,0,9.49,4.19,6.85,0.43,21.38
2021,Kutubdia,0,0,0,0.37,3.23,27.2,36.94,28.81,7.6,6.94,0,2.74,9.57,1.20,3.47,0.91,25.14
2022,Kutubdia,0.23,0.54,0,1.33,9.29,18.2,6.87,3.13,11.1,5.45,0,0,4.68,3.54,2.73,0.26,9.83
2023,Kutubdia,0,0,0.06,1.9,5.35,9.63,5.45,27.42,16.17,8.42,3.57,0,6.54,2.44,6.00,0.00,14.67
1985,Madaripur,0.06,0,1.32,1.07,6,26.7,12.13,16.23,10.47,4.52,0,0,6.56,2.80,2.26,0.02,16.38
1986,Madaripur,0,0,0.32,6.8,14.06,7.77,21.81,15.03,21.83,5.87,0.1,0,7.85,7.06,2.99,0.00,16.61
1987,Madaripur,0.06,0.04,2.74,4.6,5.16,11.27,17.9,18.94,5.23,4.94,1.67,0.29,6.12,4.17,3.31,0.13,13.34
1988,Madaripur,0,2.03,2.26,4.33,14.1,16.53,8.52,7.84,2.7,4.35,4.13,0.1,5.58,6.90,4.24,0.71,8.90
1989,Madaripur,0,2.04,2.26,4.33,14.1,16.53,8.52,7.84,2.7,4.35,4.13,0.1,5.59,6.90,4.24,0.71,8.90
1990,Madaripur,0,2.36,7,5.2,6.9,8.43,14.74,5.68,8.8,6.77,3.5,0.29,5.83,6.37,5.14,0.88,9.41
1991,Madaripur,0.35,0.61,1.94,3.43,9.9,18.03,10.87,15.68,7.77,11.16,0.5,1.29,6.84,5.09,5.83,0.75,13.09
1992,Madaripur,0.13,3,0.03,0,6.06,8.07,10.16,9.61,5.83,3.1,0.07,0,3.85,2.03,1.59,1.04,8.42
1993,Madaripur,0,1.04,4.1,4.43,11.13,12.33,13.06,10.68,11.97,1.42,1.37,0,5.98,6.55,1.40,0.35,12.01
1994,Madaripur,0.39,0.54,3.06,5.53,9.87,13.3,8.45,6.58,5.8,0.97,0,0,4.56,6.15,0.49,0.31,8.53
1995,Madaripur,0.19,1.14,0,2.4,6.87,20.03,11.16,16.48,7.5,2.81,3.3,0,6.01,3.09,3.06,0.44,13.79
1996,Madaripur,0.13,0.93,1.16,5.33,7.65,13.53,7.45,8.03,7.47,6.9,1.9,0,5.04,4.71,4.40,0.35,9.12
1997,Madaripur,0.16,0.5,2.77,7.8,7.9,8.57,11.1,14.61,14.6,0.19,0.57,0.74,5.81,6.16,0.38,0.47,12.22
1998,Madaripur,1.13,1.43,4.9,7.73,7.13,4.87,19.58,8.9,9.1,3.26,3.6,0,6,6.59,3.43,0.85,10.61
1999,Madaripur,0,0,0,0.3,7.61,10.47,19.1,11.29,6.37,12.39,0.53,0,5.73,2.64,6.46,0.00,11.81
2000,Madaripur,0.52,1.59,0.16,7.07,11,6.07,8.35,9.81,7.13,10.35,0,0,5.19,6.08,5.18,0.70,7.84
2001,Madaripur,0,1.82,0.26,1.03,17.81,20.83,13.61,7.55,8.6,5.23,1.57,0,6.55,6.37,3.40,0.61,12.65
2002,Madaripur,0.26,0.21,3.23,2.97,6.23,17.6,17.84,11.45,6.97,0.77,3.33,0,5.93,4.14,2.05,0.16,13.47
2003,Madaripur,0,0.36,2.26,2.8,2.13,14.47,9.13,6.26,7.37,7.29,0,0.74,4.41,2.40,3.65,0.37,9.31
2004,Madaripur,0,0,0.19,2.97,3.1,15.57,6.58,9.06,29.1,6.19,0.4,0,6.07,2.09,3.30,0.00,15.08
2005,Madaripur,0,0,1.97,0.7,3.68,6.1,17.94,13.97,5.47,11.97,0.03,0.03,5.22,2.12,6.00,0.01,10.87
2006,Madaripur,0,0,0,1.83,7.65,8.47,7.19,8.55,15.1,1.19,0.03,0,4.18,3.16,0.61,0.00,9.83
2007,Madaripur,0,1.75,1.13,3.8,1.81,12.6,16.16,7.06,9.7,9.13,4.5,0,5.65,2.25,6.82,0.58,11.38
2008,Madaripur,1.29,0.52,1.13,0.83,4.71,7.37,17.16,8,5.73,7.9,0,0,4.59,2.22,3.95,0.60,9.57
2009,Madaripur,0,0.14,0.29,2.1,7.29,6,11.45,13.45,7.1,3.16,0.27,0,4.31,3.23,1.72,0.05,9.50
2010,Madaripur,0.03,0.07,0.35,1.5,5.39,10,9.32,2.77,4.73,8.74,0.07,0.16,3.62,2.41,4.41,0.09,6.71
2011,Madaripur,0,0.04,0.65,3.37,5.45,13.6,11.03,12.26,4.37,1.97,0,0,4.42,3.16,0.99,0.01,10.32
2012,Madaripur,0.81,0.55,0.03,5.67,3.55,4.8,12.16,6.48,7.2,6.35,2.87,0.03,4.22,3.08,4.61,0.46,7.66
2013,Madaripur,0,0.21,0.48,0.97,24.23,6.63,9.97,8.87,12.17,6.45,0.13,0,5.9,8.56,3.29,0.07,9.41
2014,Madaripur,0,0.43,0.23,0.83,5.65,12.07,6.74,9.39,8.57,2.61,0,0,3.89,2.24,1.31,0.14,9.19
2015,Madaripur,0.29,0.75,0.65,5.1,4.1,12.97,18.35,7.87,10.03,1.19,0,0.16,5.14,3.28,0.60,0.40,12.31
2016,Madaripur,0.1,2.9,0.45,2.17,11.74,6.07,13.65,13.71,9.83,2.29,2,0,5.43,4.79,2.15,1.00,10.82
2017,Madaripur,0,0,3.39,10.4,6.84,13.9,15.19,16.39,8.8,13.61,0.57,1.45,7.6,6.88,7.09,0.48,13.57
2018,Madaripur,0,0.04,0.03,4.77,12.19,13.77,14.74,6.61,5.6,13.61,0.57,1.45,6.16,5.66,7.09,0.50,10.18
2019,Madaripur,0,4.79,2.87,2.37,4.61,7.07,14.74,6.61,5.6,13.61,2,0,5.37,3.28,7.81,1.60,8.51
2020,Madaripur,0.71,0,0.65,5.5,9.84,8.33,8.81,7.97,6.47,4.29,0.33,0,4.42,5.33,2.31,0.24,7.90
2021,Madaripur,0,0,0.03,1.4,5.35,14.23,11.52,6.19,4.63,2.61,0.9,3.65,4.23,2.26,1.76,1.22,9.14
2022,Madaripur,0.58,2.07,0,0.9,10.94,10.8,2.81,6.58,12.67,14.1,0,0,5.13,3.95,7.05,0.88,8.22
2023,Madaripur,0,0,3.77,4.07,5.26,8.5,5.74,15.26,8.4,4.03,3.53,1.23,5.01,4.37,3.78,0.41,9.48
2001,Mongla,0.03,0.68,0.19,0.73,9.71,17.97,14.35,4.52,6.03,8.1,1.77,0,5.36,3.54,4.94,0.24,10.72
2002,Mongla,0.42,0.18,1.03,2.47,6.65,32.77,12.55,14.26,16.4,2,2.97,0,7.64,3.38,2.49,0.20,19.00
2003,Mongla,0,0.07,5.65,1.37,4.1,11.7,9.16,7.06,6.27,8.48,0,0.9,4.6,3.71,4.24,0.32,8.55
2004,Mongla,0,0,0.23,3.17,3.52,9.77,9.03,11.48,16.87,8.84,0.1,0,5.25,2.31,4.47,0.00,11.79
2005,Mongla,0.9,0,3,0.83,7.68,11.4,20.42,8.52,13.03,12.58,0.03,0.03,6.59,3.84,6.31,0.31,13.34
2006,Mongla,0,0,0.45,0.3,7.84,8.5,14.9,10.06,13,1.55,0.2,0,4.76,2.86,0.88,0.00,11.62
2007,Mongla,0.06,2.54,0.03,2.13,1.84,7.53,18.71,8.39,11.83,8.61,3.37,0,5.44,1.33,5.99,0.87,11.62
2008,Mongla,1.61,1.24,0.39,0.23,4.71,8.4,15.29,7.58,9.97,6.35,0,0,4.67,1.78,3.18,0.95,10.31
2009,Mongla,0,0.04,0.26,0.77,6.16,5.9,13.68,15.39,10.53,3.1,0.2,0,4.71,2.40,1.65,0.01,11.38
2010,Mongla,0,0,0,0.63,4.61,11.67,6.58,8.65,8.77,10.45,3.13,0.35,4.59,1.75,6.79,0.12,8.92
2011,Mongla,0,0,0.26,3.73,4.26,16.8,12.65,20.39,14.03,1.26,0,0,6.14,2.75,0.63,0.00,15.97
2012,Mongla,1.29,0.45,0.26,2.83,1.97,6.43,11.58,14.68,14,3.68,1.13,0.26,4.89,1.69,2.41,0.67,11.67
2013,Mongla,0,0.18,0.06,0.93,11.58,8.13,12.94,9.06,7.3,9.23,0,0,5,4.19,4.62,0.06,9.36
2014,Mongla,0,1.25,0.06,0.07,7.16,10.27,9.74,6.94,9.33,4.39,0,0,4.12,2.43,2.20,0.42,9.07
2015,Mongla,0.58,0.11,0.74,3.17,3.16,13.2,28.74,8.87,9.47,0.68,0.13,0.23,5.79,2.36,0.41,0.31,15.07
2016,Mongla,0.52,1.83,0.65,0.7,8.71,12.2,17.35,17.55,2.53,5.13,1.83,0,5.79,3.35,3.48,0.78,12.41
2017,Mongla,0,0,2.61,1.83,3.71,11.17,17.23,11.65,6.9,11.03,0.57,1.9,5.77,2.72,5.80,0.63,11.74
2018,Mongla,0,0,0.03,2.3,8.19,17.53,12.52,8.68,5.9,3.23,0,0.06,4.89,3.51,1.62,0.02,11.16
2019,Mongla,0,3.57,1.32,3.37,2.65,9.53,9.71,12.55,9.67,3.13,8.83,0,5.35,2.45,5.98,1.19,10.37
2020,Mongla,1.74,0.1,0.26,3.43,7.9,14.3,14.39,12.94,7.57,10.52,0.4,0,6.16,3.86,5.46,0.61,12.30
2021,Mongla,0,0,0,0,6.03,14.33,27.97,10.9,13.6,8.1,0.07,1.94,6.97,2.01,4.09,0.65,16.70
2022,Mongla,0.19,1.04,0,0.03,3.87,7.07,4.77,8.42,10.57,14,0,0,4.19,1.30,7.00,0.41,7.71
2023,Mongla,0,0,1.94,2.8,4.71,11.63,13.26,15.65,9.5,8.55,3.07,0.03,5.97,3.15,5.81,0.01,12.51
1979,Mongla,0,0.07,0.19,1.5,6.29,6.13,7.1,4.03,3.33,1.68,0.6,0.35,2.62,2.66,1.14,0.14,5.15
1980,Mongla,0.06,0.38,0.52,2.8,23.32,9.63,9.97,14.48,7.13,6.74,0,0,6.3,8.88,3.37,0.15,10.30
1981,Mongla,0.39,1.71,1.65,9.33,11.9,3.43,22.03,8.42,9.27,0.71,0,2.55,5.99,7.63,0.36,1.55,10.79
1982,Mongla,0,0.07,2.1,4.13,8.9,22.97,18.77,12.65,8.1,0.9,0.27,0,6.6,5.04,0.59,0.02,15.62
1983,Mongla,0.29,0.11,2.13,3.83,16.52,3.73,13.32,27.87,9.37,14.61,0,0.35,7.78,7.49,7.31,0.25,13.57
1984,Mongla,0.42,0,0.48,0.93,15.35,17.07,22.23,8.61,15.6,7.13,0,0,7.35,5.59,3.57,0.14,15.88
1985,Mongla,0.29,1.32,0.06,6.33,8.39,3.13,8.1,7.9,11.9,3.35,0,0.16,4.26,4.93,1.68,0.59,7.76
1986,Mongla,0,0.14,0,13.4,6.29,9.5,21.71,8.71,22.17,12.16,2.87,0.45,8.14,6.56,7.52,0.20,15.52
1987,Mongla,0.1,0,0.65,4.53,8.32,12.63,13,17,12.83,3.06,0.57,0.03,6.09,4.50,1.82,0.04,13.87
1988,Mongla,0,1.55,3.71,3.13,23.68,19.57,18.9,12.87,10.3,6.29,4,0.42,8.73,10.17,5.15,0.66,15.41
1989,Mongla,0.19,0.61,0.06,0.77,8.61,11.33,24.26,6.55,13.53,9.16,0,0.42,6.34,3.15,4.58,0.41,13.92
1990,Mongla,0,2.96,2.16,3.87,12.58,17.63,15.39,7.65,10.63,6.87,0.23,0.03,6.68,6.20,3.55,1.00,12.83
1991,Mongla,0.06,0.54,1.42,2.57,21.9,20.1,10.39,7.06,24.5,16.77,0,2.48,9.02,8.63,8.39,1.03,15.51
1992,Mongla,0.19,1.24,0,0.67,5.03,9,12.26,4.32,10.6,7.77,0.03,0.03,4.27,1.90,3.90,0.49,9.05
